reward_id,creator_id,content_id,reward_date,reward_type,credits_earned
339,770,15978,2026-01-03,Recreate,50
340,344,13005,2026-07-28,Recreate,10
341,1652,47764,2026-03-20,Recreate,30
342,8945,5811,2026-04-30,Remix,100
343,6438,7300,2026-08-27,Recreate,30
344,3061,28511,2026-05-16,Remix,5
345,1061,49582,2026-08-24,Engagement Bonus,5
346,458,56293,2026-01-26,Recreate,20
347,8916,21697,2026-05-13,Recreate,5
348,6704,18238,2026-07-22,Recreate,20
349,5970,34302,2026-01-08,Remix,30
350,1292,40276,2026-05-02,Remix,20
351,1036,24094,2026-05-15,Remix,10
352,8232,47766,2026-08-07,Remix,5
353,2605,57391,2026-04-06,Recreate,20
354,7058,53333,2026-06-17,Recreate,100
355,9424,4578,2026-03-19,Recreate,5
356,4877,15039,2026-08-26,Remix,10
357,6623,40330,2026-06-08,Recreate,30
358,8685,17856,2026-01-31,Remix,20
359,8818,33861,2026-01-21,Engagement Bonus,10
360,507,53020,2026-08-07,Engagement Bonus,5
361,9772,33943,2026-06-01,Remix,10
362,1349,3427,2026-08-31,Recreate,100
363,4915,13664,2026-07-06,Recreate,10
364,8685,41090,2026-06-30,Recreate,50
365,5418,39513,2026-08-18,Recreate,50
366,4365,32155,2026-07-24,Recreate,5
367,7133,20023,2026-07-02,Recreate,5
368,2541,41521,2026-02-18,Recreate,20
369,8563,1756,2026-08-28,Remix,30
370,1918,17890,2026-03-13,Engagement Bonus,100
371,1607,34522,2026-07-27,Recreate,30
372,6412,7813,2026-04-29,Engagement Bonus,20
373,4317,12120,2026-04-29,Remix,20
374,7788,56812,2026-01-02,Remix,5
375,3501,24741,2026-04-19,Recreate,5
376,7263,8997,2026-03-02,Engagement Bonus,50
377,9978,6977,2026-01-04,Recreate,30
378,8886,869,2026-06-05,Remix,10
379,4148,52263,2026-05-06,Recreate,5
380,2954,50522,2026-05-29,Recreate,5
381,7517,49732,2026-08-25,Recreate,5
382,4736,58915,2026-04-16,Recreate,5
383,5014,44211,2026-07-02,Recreate,20
384,7699,38050,2026-04-22,Recreate,5
385,2317,24670,2026-02-23,Recreate,20
386,4920,13985,2026-04-08,Engagement Bonus,50
387,6131,20317,2026-06-06,Recreate,10
388,1104,16022,2026-07-02,Recreate,5
389,1481,59844,2026-02-15,Recreate,10
390,1246,30315,2026-04-01,Recreate,100
391,3960,25898,2026-04-06,Recreate,100
392,1571,21036,2026-05-22,Recreate,10
393,5846,9621,2026-07-18,Remix,50
394,6722,31368,2026-07-24,Remix,20
395,6536,59924,2026-04-29,Recreate,100
396,883,31291,2026-03-18,Engagement Bonus,5
397,5591,20674,2026-08-17,Recreate,20
398,9636,34475,2026-08-08,Recreate,5
399,477,10745,2026-03-26,Recreate,10
400,8754,57770,2026-01-12,Recreate,20
401,4537,9819,2026-04-21,Remix,10
402,8955,42444,2026-04-23,Recreate,100
403,2949,49921,2026-04-14,Recreate,10
404,1504,36024,2026-04-30,Recreate,5
405,1018,22947,2026-02-09,Remix,10
406,1082,21500,2026-02-08,Recreate,5
407,1164,31229,2026-04-06,Remix,5
408,7052,172,2026-07-13,Remix,20
409,2337,45264,2026-08-10,Remix,30
410,1690,39949,2026-07-14,Recreate,10
411,8011,3543,2026-07-14,Recreate,5
412,1890,12034,2026-06-12,Recreate,20
413,3428,54052,2026-08-17,Remix,5
414,9677,29653,2026-06-30,Recreate,50
415,1156,32165,2026-01-30,Recreate,5
416,2174,14932,2026-03-05,Recreate,20
417,2464,83,2026-03-13,Recreate,20
418,910,19710,2026-03-21,Remix,5
419,3379,50655,2026-04-08,Engagement Bonus,50
420,7783,18581,2026-05-01,Recreate,50
421,2588,15310,2026-08-01,Recreate,5
422,2830,42942,2026-06-06,Recreate,20
423,1982,36206,2026-01-26,Remix,20
424,5280,1145,2026-01-14,Recreate,5
425,2596,16400,2026-04-30,Remix,30
426,4279,10873,2026-04-02,Engagement Bonus,20
427,9614,21443,2026-05-01,Recreate,20
428,4921,46967,2026-01-16,Remix,20
429,1125,19218,2026-07-06,Engagement Bonus,20
430,6899,3028,2026-05-10,Recreate,30
431,8653,5315,2026-05-12,Remix,50
432,1602,14399,2026-01-23,Recreate,20
433,3248,45907,2026-04-10,Engagement Bonus,10
434,551,33836,2026-05-01,Remix,10
435,8933,41135,2026-06-14,Recreate,20
436,1881,20980,2026-08-01,Remix,5
437,4210,4711,2026-02-20,Recreate,100
438,1230,21400,2026-02-12,Engagement Bonus,50
439,5717,46244,2026-02-12,Recreate,20
440,6901,556,2026-07-08,Recreate,20
441,8536,15754,2026-01-15,Recreate,5
442,8618,34785,2026-08-24,Recreate,5
443,1916,7601,2026-02-11,Remix,100
444,4757,33028,2026-05-12,Recreate,30
445,3520,1779,2026-03-09,Engagement Bonus,5
446,6416,39092,2026-08-04,Recreate,10
447,1269,12565,2026-05-14,Recreate,5
448,4423,39960,2026-02-24,Recreate,20
449,1919,58399,2026-06-03,Recreate,50
450,2779,48446,2026-03-01,Remix,30
451,2804,1352,2026-03-02,Remix,20
452,5954,52971,2026-02-23,Remix,5
453,3258,19941,2026-02-03,Recreate,10
454,2945,3451,2026-05-26,Remix,20
455,8111,46015,2026-06-04,Recreate,10
456,2561,21930,2026-02-04,Recreate,5
457,3049,54722,2026-08-25,Engagement Bonus,10
458,4712,34393,2026-05-01,Remix,5
459,328,38584,2026-08-26,Recreate,10
460,6870,57973,2026-06-06,Recreate,30
461,1669,4878,2026-03-05,Recreate,20
462,5409,210,2026-02-09,Recreate,5
463,973,45182,2026-02-16,Recreate,10
464,4136,28637,2026-08-13,Recreate,5
465,9417,44140,2026-03-07,Recreate,30
466,3253,28875,2026-02-21,Engagement Bonus,5
467,2389,29,2026-02-23,Recreate,10
468,5414,34245,2026-03-01,Remix,50
469,5540,53981,2026-03-26,Recreate,20
470,7388,6865,2026-03-14,Remix,20
471,8040,22247,2026-05-14,Remix,10
472,8550,56407,2026-03-28,Recreate,10
473,4706,35612,2026-02-26,Recreate,5
474,69,19728,2026-04-14,Recreate,5
475,3331,19651,2026-03-08,Remix,5
476,7601,34715,2026-01-18,Recreate,50
477,3571,47358,2026-02-24,Recreate,10
478,1997,48193,2026-02-13,Recreate,10
479,1578,54900,2026-04-16,Recreate,5
480,3846,41285,2026-01-14,Remix,30
481,8315,15865,2026-03-10,Engagement Bonus,5
482,7645,10322,2026-06-07,Engagement Bonus,5
483,3585,15790,2026-02-24,Remix,20
484,5822,49278,2026-04-21,Engagement Bonus,10
485,1691,44657,2026-03-08,Remix,10
486,8442,59247,2026-05-10,Recreate,10
487,5089,43439,2026-04-03,Engagement Bonus,100
488,8268,31714,2026-01-29,Remix,5
489,6761,27549,2026-02-03,Engagement Bonus,5
490,12,4962,2026-06-28,Engagement Bonus,20
491,8022,46,2026-01-31,Recreate,10
492,20,34128,2026-01-09,Remix,20
493,2361,24328,2026-06-25,Recreate,5
494,3509,46104,2026-01-19,Engagement Bonus,10
495,1128,52605,2026-06-16,Recreate,30
496,1256,8643,2026-08-24,Recreate,5
497,3120,26775,2026-02-09,Recreate,5
498,3682,40924,2026-04-13,Recreate,5
499,5709,40662,2026-04-18,Engagement Bonus,30
500,800,18332,2026-06-01,Recreate,30
501,8919,47517,2026-04-27,Engagement Bonus,20
502,9546,26415,2026-04-20,Recreate,5
503,4379,48908,2026-07-02,Recreate,5
504,38,25408,2026-04-01,Recreate,20
505,1897,40405,2026-05-26,Recreate,100
506,4685,47503,2026-07-06,Recreate,50
507,9862,9800,2026-03-24,Engagement Bonus,10
508,1929,1811,2026-06-14,Remix,20
509,7214,29938,2026-06-01,Remix,20
510,4288,4139,2026-08-14,Remix,100
511,7358,22666,2026-03-28,Engagement Bonus,5
512,8799,33965,2026-02-06,Remix,5
513,9645,13837,2026-07-27,Remix,50
514,4003,27701,2026-06-18,Engagement Bonus,20
515,1907,27176,2026-01-18,Engagement Bonus,5
516,3980,28404,2026-07-21,Recreate,100
517,98,8199,2026-03-09,Remix,30
518,4825,42392,2026-06-17,Recreate,10
519,8387,36458,2026-04-15,Recreate,10
520,9835,5455,2026-01-12,Remix,20
521,4942,43057,2026-06-11,Recreate,100
522,1250,7297,2026-05-11,Recreate,10
523,1156,21957,2026-08-20,Recreate,5
524,7311,34814,2026-07-19,Recreate,20
525,948,20545,2026-08-26,Remix,100
526,5342,59516,2026-06-10,Recreate,30
527,5447,48083,2026-01-05,Engagement Bonus,5
528,9758,6444,2026-03-13,Recreate,5
529,3547,8053,2026-07-28,Recreate,10
530,2848,54529,2026-06-12,Recreate,30
531,5767,44420,2026-04-27,Recreate,5
532,1654,19522,2026-07-01,Engagement Bonus,50
533,1830,55113,2026-02-22,Engagement Bonus,20
534,5491,25680,2026-07-07,Remix,20
535,2465,40729,2026-07-26,Engagement Bonus,5
536,9467,41351,2026-08-28,Recreate,20
537,5430,9605,2026-02-28,Recreate,5
538,3643,26794,2026-01-11,Remix,10
539,9610,48117,2026-02-18,Recreate,100
540,5617,31679,2026-08-01,Recreate,5
541,9650,24457,2026-08-22,Remix,10
542,484,5257,2026-04-25,Recreate,5
543,6765,58960,2026-05-02,Remix,10
544,8181,50222,2026-02-24,Remix,10
545,6709,54790,2026-02-28,Recreate,50
546,162,36634,2026-03-23,Recreate,5
547,5602,43743,2026-06-17,Recreate,10
548,5931,30829,2026-04-08,Engagement Bonus,10
549,1297,44239,2026-07-17,Recreate,5
550,1144,21076,2026-02-21,Recreate,5
551,5390,42750,2026-06-29,Recreate,100
552,3870,24338,2026-05-03,Recreate,50
553,8136,42066,2026-05-01,Recreate,30
554,8016,6940,2026-01-07,Recreate,20
555,8214,54796,2026-07-08,Recreate,5
556,1576,46457,2026-03-05,Remix,10
557,7891,7372,2026-07-19,Recreate,20
558,5731,3268,2026-03-18,Remix,5
559,7285,3070,2026-08-22,Recreate,5
560,6267,45552,2026-03-11,Remix,30
561,7637,33079,2026-03-14,Recreate,10
562,2274,48702,2026-07-01,Recreate,10
563,1748,23079,2026-04-30,Recreate,100
564,4133,37715,2026-02-08,Remix,10
565,3336,21241,2026-01-14,Remix,10
566,6124,7021,2026-04-18,Engagement Bonus,50
567,3495,25709,2026-03-24,Recreate,10
568,101,45915,2026-02-13,Remix,10
569,9203,26307,2026-07-13,Remix,30
570,3150,18970,2026-04-14,Recreate,10
571,6297,58117,2026-08-09,Recreate,20
572,4378,21526,2026-02-06,Remix,10
573,448,18766,2026-07-02,Recreate,10
574,9525,28209,2026-02-27,Engagement Bonus,50
575,2581,41300,2026-02-27,Recreate,10
576,5006,29762,2026-08-30,Remix,10
577,5849,10047,2026-05-23,Recreate,10
578,3052,49146,2026-05-19,Recreate,50
579,1231,20782,2026-02-19,Remix,30
580,2290,1422,2026-04-09,Recreate,20
581,6,55550,2026-02-28,Recreate,20
582,8907,53138,2026-04-02,Recreate,50
583,9756,12039,2026-08-11,Remix,5
584,2148,35773,2026-03-01,Recreate,10
585,7902,15305,2026-06-29,Recreate,20
586,1613,20148,2026-08-17,Remix,20
587,8050,49077,2026-07-08,Remix,30
588,9541,41303,2026-02-28,Engagement Bonus,20
589,9992,45379,2026-05-28,Remix,5
590,9805,17679,2026-04-02,Remix,20
591,731,53032,2026-01-09,Remix,5
592,7676,7077,2026-07-30,Recreate,5
593,4309,5273,2026-08-07,Remix,5
594,9119,4128,2026-04-12,Recreate,50
595,2844,1663,2026-04-29,Remix,10
596,4579,54535,2026-05-27,Recreate,50
597,878,15566,2026-06-18,Engagement Bonus,30
598,5051,23696,2026-07-07,Engagement Bonus,5
599,4038,17839,2026-06-17,Remix,30
600,2165,41199,2026-04-25,Remix,5
601,6317,21338,2026-05-24,Recreate,10
602,2839,50423,2026-08-11,Engagement Bonus,10
603,4551,14800,2026-03-22,Recreate,20
604,9461,12854,2026-07-18,Recreate,5
605,5152,54782,2026-08-23,Engagement Bonus,10
606,8203,28770,2026-01-13,Recreate,30
607,5492,9500,2026-07-07,Remix,10
608,3191,37020,2026-07-18,Engagement Bonus,10
609,5491,4771,2026-07-03,Recreate,10
610,7126,48438,2026-05-16,Engagement Bonus,50
611,6706,52163,2026-03-11,Recreate,10
612,9907,49744,2026-02-03,Engagement Bonus,20
613,2331,6337,2026-08-31,Remix,5
614,9458,51136,2026-01-03,Recreate,50
615,7334,17687,2026-06-23,Engagement Bonus,10
616,4567,19783,2026-08-01,Recreate,10
617,5453,30620,2026-02-08,Recreate,10
618,9077,17166,2026-05-03,Recreate,50
619,5306,3379,2026-03-20,Recreate,10
620,5775,6563,2026-04-15,Recreate,30
621,4420,6213,2026-05-13,Recreate,10
622,5656,36791,2026-05-26,Recreate,30
623,8381,52203,2026-06-25,Recreate,20
624,9161,45759,2026-03-09,Remix,5
625,6300,29605,2026-04-06,Remix,10
626,9154,37991,2026-03-09,Recreate,30
