user_id,signup_date,acquisition_source,country,user_type,signup_month
265,2026-04-23,TikTok,Germany,Creator,2026-04
266,2026-01-02,TikTok,United States,Creator,2026-01
267,2026-05-10,X,United Kingdom,Viewer,2026-05
268,2026-08-08,Organic,Other,Creator,2026-08
269,2026-02-23,Referral,United Kingdom,Creator,2026-02
270,2026-03-28,X,India,Creator,2026-03
271,2026-08-17,YouTube,Germany,Creator,2026-08
272,2026-08-12,YouTube,Other,Creator,2026-08
273,2026-08-13,TikTok,United Kingdom,Creator,2026-08
274,2026-05-09,Instagram,United States,Creator,2026-05
275,2026-05-27,Paid Social,Other,Creator,2026-05
276,2026-05-06,Referral,Other,Creator,2026-05
277,2026-05-10,Paid Social,Other,Creator,2026-05
278,2026-02-22,Referral,United States,Creator,2026-02
279,2026-06-21,Organic,Canada,Creator,2026-06
280,2026-08-06,Organic,United Kingdom,Creator,2026-08
281,2026-06-09,X,India,Creator,2026-06
282,2026-07-17,TikTok,Nigeria,Viewer,2026-07
283,2026-06-09,Organic,Canada,Creator,2026-06
284,2026-03-09,Referral,Other,Creator,2026-03
285,2026-07-02,TikTok,Other,Creator,2026-07
286,2026-07-22,TikTok,India,Viewer,2026-07
287,2026-07-03,Referral,Nigeria,Creator,2026-07
288,2026-05-03,Referral,United States,Creator,2026-05
289,2026-05-25,TikTok,Other,Creator,2026-05
290,2026-02-07,Referral,India,Creator,2026-02
291,2026-01-24,Referral,Canada,Creator,2026-01
292,2026-03-10,TikTok,United Kingdom,Creator,2026-03
293,2026-04-26,Organic,Other,Viewer,2026-04
294,2026-04-08,Organic,United States,Creator,2026-04
295,2026-07-17,Instagram,United Kingdom,Viewer,2026-07
296,2026-08-02,TikTok,Other,Creator,2026-08
297,2026-05-19,Paid Social,Canada,Creator,2026-05
298,2026-05-24,Referral,India,Viewer,2026-05
299,2026-04-07,Referral,India,Viewer,2026-04
300,2026-07-20,Paid Social,Germany,Creator,2026-07
301,2026-05-04,Paid Social,United States,Creator,2026-05
302,2026-07-06,TikTok,United Kingdom,Viewer,2026-07
303,2026-03-11,Organic,United Kingdom,Viewer,2026-03
304,2026-07-27,Referral,Other,Viewer,2026-07
305,2026-04-03,TikTok,United States,Viewer,2026-04
306,2026-01-03,Instagram,Canada,Creator,2026-01
307,2026-05-28,YouTube,India,Viewer,2026-05
308,2026-07-06,Paid Social,United States,Creator,2026-07
309,2026-06-13,TikTok,India,Creator,2026-06
310,2026-05-27,Referral,Germany,Viewer,2026-05
311,2026-03-31,Organic,Germany,Creator,2026-03
312,2026-07-14,YouTube,India,Creator,2026-07
313,2026-05-27,Organic,United States,Creator,2026-05
314,2026-05-28,Referral,United Kingdom,Viewer,2026-05
315,2026-04-06,Organic,Canada,Creator,2026-04
316,2026-07-18,YouTube,United Kingdom,Creator,2026-07
317,2026-02-21,Organic,Other,Creator,2026-02
318,2026-08-21,Organic,Other,Creator,2026-08
319,2026-06-10,Instagram,United States,Viewer,2026-06
320,2026-06-17,TikTok,United States,Creator,2026-06
321,2026-05-08,Organic,Nigeria,Creator,2026-05
322,2026-02-08,TikTok,Germany,Creator,2026-02
323,2026-03-23,YouTube,United States,Creator,2026-03
324,2026-04-14,YouTube,Canada,Creator,2026-04
325,2026-05-09,Organic,India,Creator,2026-05
326,2026-01-11,Referral,Other,Creator,2026-01
327,2026-08-08,Organic,Canada,Creator,2026-08
328,2026-07-04,Instagram,United States,Viewer,2026-07
329,2026-08-05,Organic,United States,Creator,2026-08
330,2026-06-27,X,India,Creator,2026-06
331,2026-05-31,Organic,Germany,Creator,2026-05
332,2026-06-08,Paid Social,Canada,Creator,2026-06
333,2026-08-10,TikTok,United Kingdom,Viewer,2026-08
334,2026-02-11,Organic,India,Creator,2026-02
335,2026-04-09,Organic,India,Creator,2026-04
336,2026-01-07,Paid Social,United States,Viewer,2026-01
337,2026-05-24,YouTube,India,Creator,2026-05
338,2026-03-31,Referral,United States,Creator,2026-03
339,2026-04-22,Paid Social,India,Creator,2026-04
340,2026-03-01,Paid Social,United States,Creator,2026-03
341,2026-04-23,Referral,United Kingdom,Creator,2026-04
342,2026-01-02,Organic,Other,Viewer,2026-01
343,2026-05-09,Referral,United States,Creator,2026-05
344,2026-02-17,Organic,United Kingdom,Viewer,2026-02
345,2026-05-20,Referral,India,Viewer,2026-05
346,2026-07-16,YouTube,Nigeria,Creator,2026-07
347,2026-02-06,Referral,Other,Viewer,2026-02
348,2026-06-09,Instagram,India,Viewer,2026-06
349,2026-01-09,YouTube,India,Creator,2026-01
350,2026-08-21,Paid Social,India,Creator,2026-08
351,2026-04-09,Organic,Nigeria,Viewer,2026-04
352,2026-05-27,TikTok,United Kingdom,Creator,2026-05
353,2026-02-17,X,India,Creator,2026-02
354,2026-07-27,Paid Social,India,Creator,2026-07
355,2026-05-11,Organic,Other,Viewer,2026-05
356,2026-05-28,Organic,United States,Viewer,2026-05
357,2026-06-01,Organic,United States,Creator,2026-06
358,2026-02-23,Organic,Other,Creator,2026-02
359,2026-04-30,Paid Social,United States,Creator,2026-04
360,2026-06-10,YouTube,Other,Creator,2026-06
361,2026-06-01,YouTube,Other,Creator,2026-06
362,2026-04-26,Instagram,India,Creator,2026-04
363,2026-03-16,Referral,Nigeria,Creator,2026-03
364,2026-04-23,Organic,Nigeria,Viewer,2026-04
365,2026-07-19,TikTok,Other,Creator,2026-07
366,2026-06-13,Instagram,United States,Creator,2026-06
367,2026-06-15,Organic,Canada,Viewer,2026-06
368,2026-04-14,TikTok,Other,Creator,2026-04
369,2026-03-25,TikTok,Germany,Creator,2026-03
370,2026-08-15,Organic,Other,Creator,2026-08
371,2026-04-22,Organic,United Kingdom,Creator,2026-04
372,2026-08-05,Referral,Other,Creator,2026-08
373,2026-04-09,Organic,India,Creator,2026-04
374,2026-06-02,Paid Social,United Kingdom,Creator,2026-06
375,2026-04-03,Organic,Canada,Creator,2026-04
376,2026-05-26,Referral,United States,Creator,2026-05
377,2026-05-08,Paid Social,India,Creator,2026-05
378,2026-04-20,Paid Social,United Kingdom,Creator,2026-04
379,2026-03-23,Referral,India,Viewer,2026-03
380,2026-07-13,TikTok,United States,Creator,2026-07
381,2026-02-23,TikTok,United States,Creator,2026-02
382,2026-06-12,TikTok,Other,Creator,2026-06
383,2026-07-27,Organic,United States,Viewer,2026-07
384,2026-07-08,Organic,Germany,Creator,2026-07
385,2026-06-18,Referral,India,Creator,2026-06
386,2026-08-16,X,Nigeria,Creator,2026-08
387,2026-06-10,X,Nigeria,Creator,2026-06
388,2026-03-09,Paid Social,United Kingdom,Creator,2026-03
389,2026-02-02,YouTube,Germany,Viewer,2026-02
390,2026-05-22,YouTube,Canada,Viewer,2026-05
391,2026-01-21,Referral,Canada,Creator,2026-01
392,2026-02-17,Organic,United States,Creator,2026-02
393,2026-05-28,TikTok,Canada,Viewer,2026-05
394,2026-05-08,Paid Social,Nigeria,Creator,2026-05
395,2026-05-16,Paid Social,India,Viewer,2026-05
396,2026-05-15,Paid Social,Other,Viewer,2026-05
397,2026-07-14,Instagram,Other,Creator,2026-07
398,2026-05-25,Referral,United States,Creator,2026-05
399,2026-05-08,Organic,Other,Viewer,2026-05
400,2026-02-02,Organic,Canada,Viewer,2026-02
401,2026-06-25,TikTok,United States,Viewer,2026-06
402,2026-07-23,Instagram,United States,Viewer,2026-07
403,2026-07-06,Organic,Other,Creator,2026-07
404,2026-04-25,TikTok,United Kingdom,Creator,2026-04
405,2026-08-02,Organic,United States,Creator,2026-08
406,2026-04-29,Instagram,United Kingdom,Creator,2026-04
407,2026-01-22,Referral,Nigeria,Viewer,2026-01
408,2026-06-07,YouTube,Nigeria,Viewer,2026-06
409,2026-02-07,Organic,United Kingdom,Viewer,2026-02
410,2026-08-18,Instagram,Nigeria,Creator,2026-08
411,2026-04-19,YouTube,United Kingdom,Creator,2026-04
412,2026-02-20,Instagram,Other,Creator,2026-02
413,2026-07-01,TikTok,Other,Creator,2026-07
414,2026-01-08,X,United Kingdom,Creator,2026-01
415,2026-01-27,Paid Social,Other,Creator,2026-01
416,2026-01-27,Organic,Germany,Viewer,2026-01
417,2026-08-14,TikTok,United States,Creator,2026-08
418,2026-01-21,TikTok,Other,Viewer,2026-01
419,2026-01-30,X,India,Creator,2026-01
420,2026-04-07,Organic,United States,Viewer,2026-04
421,2026-01-28,Organic,United Kingdom,Creator,2026-01
422,2026-04-21,TikTok,Nigeria,Creator,2026-04
423,2026-07-11,Paid Social,Nigeria,Viewer,2026-07
424,2026-08-13,Referral,Canada,Creator,2026-08
425,2026-07-16,YouTube,India,Creator,2026-07
426,2026-03-02,Referral,Other,Viewer,2026-03
427,2026-02-17,Organic,United States,Creator,2026-02
428,2026-05-27,Referral,Other,Creator,2026-05
429,2026-01-04,X,United States,Creator,2026-01
430,2026-02-04,TikTok,United Kingdom,Creator,2026-02
431,2026-07-11,Referral,United States,Creator,2026-07
432,2026-02-18,Referral,United Kingdom,Creator,2026-02
433,2026-01-17,Referral,India,Viewer,2026-01
434,2026-06-21,Organic,United States,Creator,2026-06
435,2026-08-08,Paid Social,India,Viewer,2026-08
436,2026-06-07,Paid Social,Nigeria,Creator,2026-06
437,2026-08-09,TikTok,Other,Viewer,2026-08
438,2026-02-15,Organic,India,Viewer,2026-02
439,2026-04-27,Organic,United Kingdom,Viewer,2026-04
440,2026-01-06,Paid Social,Canada,Creator,2026-01
441,2026-04-09,X,India,Creator,2026-04
442,2026-05-04,TikTok,India,Creator,2026-05
443,2026-08-21,TikTok,India,Creator,2026-08
444,2026-02-06,Organic,United States,Creator,2026-02
445,2026-01-24,YouTube,India,Viewer,2026-01
446,2026-04-03,TikTok,United States,Viewer,2026-04
447,2026-02-15,Paid Social,United States,Creator,2026-02
448,2026-06-30,YouTube,Germany,Creator,2026-06
449,2026-04-05,Referral,Germany,Viewer,2026-04
450,2026-04-09,TikTok,Canada,Creator,2026-04
451,2026-07-07,Organic,Nigeria,Creator,2026-07
452,2026-08-13,Instagram,United States,Viewer,2026-08
453,2026-04-26,TikTok,United States,Creator,2026-04
454,2026-07-10,Organic,United States,Viewer,2026-07
455,2026-08-01,Paid Social,Nigeria,Viewer,2026-08
456,2026-06-09,Instagram,Other,Creator,2026-06
457,2026-08-03,Organic,United States,Creator,2026-08
458,2026-06-10,Organic,United States,Viewer,2026-06
459,2026-03-08,TikTok,United Kingdom,Viewer,2026-03
460,2026-05-08,Paid Social,Germany,Creator,2026-05
461,2026-01-18,Organic,India,Creator,2026-01
462,2026-01-25,TikTok,United States,Creator,2026-01
463,2026-08-22,YouTube,Other,Viewer,2026-08
464,2026-08-11,TikTok,India,Creator,2026-08
465,2026-02-23,Organic,United Kingdom,Creator,2026-02
466,2026-02-27,Organic,Other,Viewer,2026-02
467,2026-03-08,TikTok,Other,Creator,2026-03
468,2026-04-14,Organic,India,Creator,2026-04
469,2026-06-23,Organic,United States,Viewer,2026-06
470,2026-01-24,Referral,India,Creator,2026-01
471,2026-04-24,Organic,Nigeria,Viewer,2026-04
472,2026-02-01,Referral,United Kingdom,Creator,2026-02
473,2026-06-24,Referral,Other,Creator,2026-06
474,2026-03-27,Instagram,Nigeria,Creator,2026-03
475,2026-05-31,TikTok,Nigeria,Viewer,2026-05
476,2026-07-13,Organic,United States,Creator,2026-07
477,2026-05-07,Referral,India,Creator,2026-05
478,2026-06-04,X,United States,Creator,2026-06
479,2026-08-22,YouTube,India,Creator,2026-08
480,2026-05-10,Organic,Germany,Creator,2026-05
481,2026-08-06,Paid Social,Nigeria,Creator,2026-08
482,2026-01-17,Organic,United States,Viewer,2026-01
483,2026-04-14,TikTok,Nigeria,Viewer,2026-04
484,2026-06-10,TikTok,India,Creator,2026-06
485,2026-05-17,Organic,India,Creator,2026-05
486,2026-02-12,Instagram,Germany,Creator,2026-02
487,2026-06-25,Referral,Other,Viewer,2026-06
488,2026-02-08,Referral,India,Creator,2026-02
489,2026-08-09,Referral,Canada,Creator,2026-08
490,2026-06-19,Instagram,United States,Creator,2026-06
491,2026-01-26,YouTube,United States,Viewer,2026-01
492,2026-04-09,Organic,United Kingdom,Creator,2026-04
493,2026-02-19,Instagram,India,Viewer,2026-02
494,2026-06-02,Organic,India,Creator,2026-06
495,2026-06-01,TikTok,India,Creator,2026-06
496,2026-01-13,TikTok,India,Creator,2026-01
497,2026-03-01,TikTok,India,Viewer,2026-03
498,2026-05-15,X,United States,Creator,2026-05
499,2026-02-26,Paid Social,United States,Creator,2026-02
500,2026-02-05,TikTok,Canada,Creator,2026-02
501,2026-06-22,Paid Social,United States,Creator,2026-06
502,2026-01-20,Referral,India,Creator,2026-01
503,2026-03-06,Instagram,India,Creator,2026-03
504,2026-01-08,YouTube,Other,Creator,2026-01
505,2026-05-24,Organic,India,Creator,2026-05
506,2026-05-22,Referral,Other,Creator,2026-05
507,2026-07-23,X,United States,Creator,2026-07
508,2026-04-25,Paid Social,Other,Creator,2026-04
509,2026-08-03,YouTube,United States,Creator,2026-08
510,2026-05-23,Referral,India,Creator,2026-05
511,2026-04-02,Referral,Nigeria,Viewer,2026-04
512,2026-04-08,TikTok,Nigeria,Creator,2026-04
513,2026-03-07,Organic,United Kingdom,Creator,2026-03
514,2026-02-01,Instagram,United States,Viewer,2026-02
515,2026-08-03,Instagram,India,Creator,2026-08
516,2026-07-10,Organic,United Kingdom,Viewer,2026-07
517,2026-03-27,Paid Social,Other,Creator,2026-03
518,2026-02-20,Instagram,Other,Creator,2026-02
519,2026-06-02,Paid Social,Nigeria,Creator,2026-06
520,2026-07-05,Referral,India,Viewer,2026-07
521,2026-03-04,X,India,Creator,2026-03
522,2026-07-09,Paid Social,Germany,Viewer,2026-07
523,2026-05-05,Instagram,Germany,Creator,2026-05
524,2026-05-30,Paid Social,Other,Viewer,2026-05
525,2026-02-27,TikTok,Nigeria,Creator,2026-02
526,2026-02-27,TikTok,Other,Creator,2026-02
527,2026-03-27,TikTok,Germany,Viewer,2026-03
