creator_id,user_id,creator_join_date,creator_tier,creator_country
174,12524,2026-01-15,Growing,United States
175,4059,2026-06-17,Growing,India
176,11670,2026-07-20,Growing,Nigeria
177,10236,2026-02-27,Emerging,United States
178,8526,2026-03-16,Emerging,Germany
179,2085,2026-08-12,Growing,Germany
180,1749,2026-06-03,Established,United States
181,7165,2026-07-21,Emerging,United States
182,12857,2026-02-18,Growing,India
183,2087,2026-04-03,Emerging,Canada
184,2419,2026-05-07,Emerging,India
185,4518,2026-05-07,Established,Other
186,6258,2026-08-20,Established,Nigeria
187,3446,2026-05-31,Emerging,Other
188,5417,2026-07-06,Emerging,Germany
189,13059,2026-01-27,Emerging,India
190,12416,2026-07-11,Emerging,India
191,11381,2026-05-29,Emerging,India
192,5558,2026-03-16,Emerging,United States
193,14906,2026-01-21,Emerging,Other
194,130,2026-05-16,Emerging,Other
195,11617,2026-06-01,Established,Nigeria
196,7327,2026-03-04,Emerging,Other
197,1544,2026-07-18,Emerging,United Kingdom
198,2877,2026-02-19,Growing,India
199,9555,2026-01-12,Established,United States
200,320,2026-06-17,Emerging,United States
201,12609,2026-04-16,Growing,India
202,7030,2026-03-06,Established,Germany
203,14883,2026-02-26,Emerging,United States
204,8505,2026-07-10,Growing,India
205,13282,2026-01-26,Emerging,Canada
206,9421,2026-04-20,Established,India
207,7049,2026-05-25,Emerging,India
208,12525,2026-05-12,Established,Canada
209,1759,2026-07-12,Emerging,India
210,3834,2026-04-23,Growing,India
211,338,2026-03-31,Emerging,United States
212,2323,2026-07-28,Established,United States
213,7905,2026-02-12,Growing,Nigeria
214,7855,2026-06-28,Emerging,Germany
215,3252,2026-08-21,Emerging,United States
216,1878,2026-03-23,Growing,Nigeria
217,10348,2026-01-13,Emerging,United Kingdom
218,8064,2026-05-02,Growing,United States
219,374,2026-06-02,Emerging,United Kingdom
220,11591,2026-01-01,Emerging,United States
221,1831,2026-01-12,Emerging,India
222,2813,2026-04-16,Emerging,United States
223,10835,2026-05-15,Emerging,United States
224,6666,2026-07-25,Growing,Canada
225,4709,2026-02-14,Emerging,Other
226,10052,2026-04-30,Emerging,India
227,1398,2026-03-27,Emerging,United States
228,9071,2026-01-14,Established,United Kingdom
229,2100,2026-05-27,Growing,United Kingdom
230,9737,2026-03-09,Emerging,United States
231,14725,2026-08-09,Established,India
232,14809,2026-01-02,Growing,United Kingdom
233,14939,2026-01-17,Established,United States
234,7786,2026-06-24,Growing,Nigeria
235,9855,2026-03-07,Emerging,Germany
236,14875,2026-04-05,Growing,India
237,1368,2026-04-14,Emerging,Other
238,12476,2026-07-10,Emerging,India
239,11917,2026-04-18,Emerging,United Kingdom
240,1247,2026-07-13,Emerging,Canada
241,4510,2026-05-11,Emerging,United Kingdom
242,8546,2026-02-28,Emerging,India
243,8508,2026-01-07,Growing,India
244,7064,2026-06-08,Emerging,Germany
245,5748,2026-07-31,Emerging,Nigeria
246,9143,2026-07-19,Growing,United Kingdom
247,334,2026-02-11,Emerging,India
248,6559,2026-06-17,Established,United Kingdom
249,5071,2026-04-16,Emerging,United Kingdom
250,11167,2026-01-20,Growing,India
251,751,2026-04-27,Emerging,India
252,207,2026-05-14,Emerging,Nigeria
253,6655,2026-05-11,Established,Nigeria
254,10361,2026-04-12,Established,India
255,10341,2026-01-01,Growing,United Kingdom
256,6442,2026-05-08,Growing,India
257,9946,2026-01-27,Emerging,Nigeria
258,5817,2026-05-03,Growing,Germany
259,10667,2026-05-11,Emerging,India
260,11262,2026-01-17,Emerging,India
261,2798,2026-05-21,Emerging,United Kingdom
262,8463,2026-07-11,Emerging,Canada
263,10778,2026-04-08,Growing,United Kingdom
264,7273,2026-01-11,Emerging,Germany
265,1644,2026-02-24,Growing,India
266,14486,2026-03-25,Emerging,Canada
267,2514,2026-04-10,Growing,Canada
268,10627,2026-05-13,Emerging,Other
269,10640,2026-08-16,Emerging,Other
270,3567,2026-06-08,Emerging,United Kingdom
271,1281,2026-06-27,Emerging,United States
272,13679,2026-04-05,Emerging,Other
273,8652,2026-06-02,Emerging,United Kingdom
274,9931,2026-04-19,Emerging,United Kingdom
275,10150,2026-04-26,Emerging,United States
276,10934,2026-07-23,Established,India
277,1453,2026-08-13,Emerging,United States
278,11906,2026-05-15,Growing,India
279,4543,2026-01-19,Emerging,United States
280,9177,2026-02-13,Growing,United States
281,42,2026-08-08,Emerging,India
282,11759,2026-04-22,Emerging,Germany
283,6947,2026-08-04,Growing,India
284,2127,2026-06-19,Emerging,United Kingdom
285,934,2026-04-29,Emerging,Germany
286,9170,2026-01-02,Emerging,Nigeria
287,10067,2026-07-24,Emerging,India
288,8593,2026-02-17,Growing,United States
289,5544,2026-07-14,Growing,Other
290,6948,2026-05-01,Emerging,India
291,5991,2026-04-03,Growing,Germany
292,11201,2026-01-11,Emerging,Nigeria
293,6851,2026-03-24,Growing,United Kingdom
294,3142,2026-03-01,Established,United Kingdom
295,537,2026-08-13,Emerging,United Kingdom
296,6585,2026-04-25,Growing,Canada
297,3334,2026-03-05,Growing,India
298,454,2026-07-10,Emerging,United States
299,6013,2026-04-13,Growing,Nigeria
300,4927,2026-01-03,Emerging,India
301,2834,2026-02-25,Growing,India
302,9281,2026-01-10,Emerging,Nigeria
303,10146,2026-04-27,Emerging,United States
304,12938,2026-04-30,Growing,Nigeria
305,9419,2026-04-24,Emerging,United States
306,2115,2026-04-10,Emerging,United States
307,14686,2026-07-26,Established,Canada
308,6530,2026-01-13,Emerging,Canada
309,8484,2026-01-14,Growing,United Kingdom
310,3492,2026-02-15,Emerging,United States
311,13187,2026-03-12,Emerging,Germany
312,9634,2026-04-08,Growing,Nigeria
313,14436,2026-03-10,Emerging,Canada
314,5813,2026-01-02,Emerging,Other
315,7329,2026-04-30,Emerging,Other
316,7784,2026-02-21,Emerging,United States
317,5436,2026-07-10,Established,United States
318,6358,2026-06-02,Emerging,United Kingdom
319,11170,2026-06-30,Emerging,Other
320,6238,2026-06-14,Emerging,Nigeria
321,1772,2026-07-06,Established,Germany
322,6894,2026-07-30,Growing,Canada
323,10645,2026-07-04,Established,India
324,633,2026-08-11,Established,Nigeria
325,5275,2026-01-10,Established,India
326,11221,2026-01-17,Emerging,United Kingdom
327,426,2026-03-02,Emerging,Other
328,2035,2026-04-30,Growing,United Kingdom
329,12699,2026-02-28,Emerging,Nigeria
330,1094,2026-03-02,Emerging,Canada
331,8134,2026-04-21,Emerging,United Kingdom
332,13217,2026-08-14,Growing,Nigeria
333,9732,2026-04-19,Emerging,India
334,3109,2026-04-20,Growing,United Kingdom
335,10204,2026-05-18,Growing,Germany
336,3527,2026-05-12,Emerging,Nigeria
337,5295,2026-03-17,Emerging,India
338,11519,2026-02-27,Emerging,Other
339,11856,2026-03-30,Emerging,United States
340,13808,2026-07-17,Emerging,United States
341,5479,2026-07-14,Emerging,United Kingdom
342,8532,2026-01-28,Established,India
343,12067,2026-07-05,Emerging,Other
344,11446,2026-06-12,Growing,India
345,14475,2026-04-04,Emerging,United Kingdom
346,7039,2026-06-15,Growing,United States
347,5988,2026-05-21,Emerging,United Kingdom
348,8856,2026-07-17,Emerging,Other
349,14255,2026-04-05,Emerging,India
350,348,2026-06-09,Emerging,India
351,2488,2026-04-06,Emerging,Other
352,13742,2026-01-01,Emerging,Other
353,9306,2026-03-22,Emerging,Other
354,11193,2026-02-03,Growing,Canada
355,11400,2026-05-31,Established,India
356,4563,2026-05-20,Growing,United Kingdom
357,2524,2026-03-10,Emerging,Nigeria
358,1378,2026-07-19,Growing,India
359,9952,2026-03-23,Emerging,United Kingdom
360,10683,2026-07-24,Growing,Nigeria
361,881,2026-05-24,Emerging,Germany
362,10357,2026-06-15,Emerging,United Kingdom
363,12527,2026-03-02,Emerging,India
364,2545,2026-01-05,Emerging,Nigeria
365,12344,2026-02-08,Growing,Other
366,7454,2026-04-06,Emerging,Canada
367,10935,2026-05-13,Emerging,United Kingdom
368,1961,2026-02-06,Emerging,India
369,4472,2026-01-30,Growing,United Kingdom
370,3374,2026-04-05,Emerging,India
371,6164,2026-03-17,Established,United Kingdom
372,11220,2026-08-16,Growing,India
373,1709,2026-07-05,Growing,India
374,7183,2026-05-02,Emerging,Nigeria
375,10338,2026-01-15,Emerging,Nigeria
376,11757,2026-07-19,Emerging,Nigeria
377,8214,2026-03-21,Emerging,Other
378,669,2026-01-29,Established,Germany
379,11384,2026-04-07,Growing,United States
380,13307,2026-04-12,Emerging,India
381,165,2026-06-24,Established,India
382,5500,2026-05-12,Emerging,India
383,2373,2026-04-13,Emerging,Germany
384,8828,2026-01-31,Emerging,United States
385,4051,2026-07-09,Emerging,United Kingdom
386,5422,2026-08-12,Growing,United States
387,10066,2026-08-07,Emerging,United Kingdom
388,1894,2026-07-07,Growing,India
389,12283,2026-03-25,Emerging,Other
390,2999,2026-04-16,Top Creator,United States
391,14219,2026-03-15,Established,Nigeria
392,13797,2026-03-18,Growing,India
393,8709,2026-03-05,Growing,Canada
394,5020,2026-05-15,Emerging,Other
395,1628,2026-06-11,Emerging,Canada
396,13649,2026-06-27,Emerging,Other
397,5411,2026-01-16,Emerging,Other
398,13119,2026-07-23,Growing,United States
399,14578,2026-06-15,Emerging,Germany
400,6570,2026-08-11,Growing,United Kingdom
401,2881,2026-03-01,Growing,Nigeria
402,3888,2026-08-18,Emerging,Nigeria
403,11239,2026-08-13,Growing,United States
404,8612,2026-03-23,Emerging,Germany
405,9220,2026-04-10,Emerging,India
406,11956,2026-03-23,Emerging,India
407,1428,2026-06-13,Emerging,Canada
408,3814,2026-03-09,Emerging,Germany
409,6158,2026-02-05,Growing,Nigeria
410,4771,2026-02-21,Established,India
411,9498,2026-01-15,Established,Other
412,3885,2026-04-24,Emerging,United States
413,12464,2026-02-10,Established,United Kingdom
414,1857,2026-02-01,Established,Germany
415,63,2026-03-30,Emerging,United States
416,11580,2026-04-11,Established,India
417,10721,2026-01-25,Top Creator,United Kingdom
418,10516,2026-04-13,Growing,India
419,10554,2026-08-05,Emerging,United States
420,3930,2026-07-15,Growing,Other
421,8683,2026-03-26,Emerging,India
422,8596,2026-04-26,Top Creator,Canada
423,6845,2026-02-27,Emerging,Nigeria
424,5661,2026-06-07,Established,Canada
425,5390,2026-01-30,Emerging,India
426,2343,2026-06-28,Emerging,Other
427,10351,2026-02-24,Established,Other
428,12737,2026-06-26,Established,United States
429,13211,2026-03-24,Emerging,United Kingdom
430,13009,2026-03-05,Established,India
431,11256,2026-08-04,Established,India
432,12502,2026-07-15,Established,United States
433,2017,2026-01-09,Growing,United Kingdom
434,6765,2026-01-01,Established,Other
435,7462,2026-05-09,Growing,India
436,9595,2026-02-20,Established,United States
437,6776,2026-07-25,Emerging,Other
438,9741,2026-02-24,Emerging,Canada
439,8761,2026-07-28,Established,United States
440,4776,2026-06-27,Growing,United Kingdom
441,9067,2026-02-14,Growing,United States
442,11099,2026-03-10,Top Creator,United States
443,12666,2026-04-14,Growing,India
444,2012,2026-01-05,Emerging,India
445,2189,2026-01-22,Emerging,India
446,12585,2026-05-10,Emerging,Other
447,9995,2026-01-01,Growing,Other
448,6212,2026-05-02,Emerging,Other
449,2176,2026-05-28,Emerging,India
450,857,2026-02-16,Emerging,Nigeria
451,9815,2026-01-05,Established,United States
452,6923,2026-05-09,Emerging,India
453,12952,2026-02-10,Emerging,India
454,3644,2026-06-14,Growing,United Kingdom
455,1848,2026-03-30,Emerging,Other
456,6090,2026-03-08,Emerging,United States
457,4313,2026-04-23,Emerging,Germany
458,1964,2026-07-12,Growing,Canada
459,9650,2026-07-09,Emerging,Other
460,7393,2026-01-22,Established,India
461,4778,2026-04-20,Emerging,United States
462,5376,2026-06-28,Established,United States
463,7610,2026-05-03,Growing,United Kingdom
464,12465,2026-08-03,Growing,Nigeria
465,1233,2026-03-07,Emerging,Nigeria
466,14738,2026-07-30,Growing,United States
467,4807,2026-06-03,Growing,Canada
468,11671,2026-04-23,Growing,United States
469,2758,2026-02-17,Growing,Other
470,7636,2026-02-13,Emerging,United Kingdom
471,5157,2026-03-05,Emerging,Germany
472,13519,2026-07-11,Emerging,United States
473,4229,2026-02-15,Top Creator,United States
474,13291,2026-04-13,Growing,Other
475,306,2026-01-03,Emerging,Canada
476,10830,2026-07-30,Emerging,India
477,7369,2026-05-28,Growing,Other
478,5442,2026-05-07,Emerging,India
479,1234,2026-07-31,Growing,United States
480,6576,2026-06-30,Emerging,United Kingdom
481,2684,2026-02-22,Emerging,United Kingdom
482,13246,2026-03-29,Growing,Nigeria
483,4377,2026-04-09,Emerging,United Kingdom
484,12601,2026-03-15,Emerging,United States
485,6522,2026-02-25,Established,India
486,10295,2026-04-13,Emerging,India
487,8968,2026-01-01,Growing,Canada
488,7591,2026-01-22,Established,United States
489,2149,2026-08-21,Emerging,India
490,5365,2026-02-26,Emerging,Germany
491,9726,2026-03-03,Growing,India
492,2754,2026-01-03,Growing,Other
493,14882,2026-01-25,Growing,India
494,5812,2026-03-26,Emerging,India
495,8945,2026-07-27,Established,Other
496,13693,2026-02-26,Emerging,United States
497,7378,2026-05-26,Established,Other
498,12132,2026-02-15,Growing,India
499,4137,2026-02-17,Growing,United Kingdom
500,8287,2026-05-28,Growing,United States
501,4450,2026-03-10,Emerging,India
502,10731,2026-07-08,Emerging,United States
503,14471,2026-03-12,Emerging,India
504,10570,2026-06-13,Growing,Nigeria
505,6849,2026-08-16,Top Creator,United Kingdom
506,7447,2026-04-26,Growing,Germany
507,4392,2026-06-21,Emerging,United Kingdom
508,3950,2026-05-19,Growing,Nigeria
509,1511,2026-03-31,Emerging,Nigeria
510,9048,2026-02-19,Emerging,India
511,9620,2026-04-15,Emerging,Other
512,9774,2026-08-11,Top Creator,Germany
513,13703,2026-07-30,Emerging,India
514,8349,2026-02-03,Emerging,India
515,4231,2026-07-09,Emerging,Germany
516,9704,2026-04-05,Growing,Other
517,11908,2026-08-05,Emerging,United States
518,8185,2026-07-12,Established,United Kingdom
519,1090,2026-01-05,Emerging,Germany
520,12156,2026-02-02,Emerging,India
521,10424,2026-08-09,Growing,Other
522,9733,2026-02-13,Emerging,Nigeria
523,7850,2026-04-03,Growing,United States
524,5394,2026-04-22,Growing,Nigeria
525,2317,2026-05-10,Growing,India
526,13980,2026-02-02,Established,United Kingdom
527,7200,2026-01-06,Established,United Kingdom
528,12941,2026-08-15,Growing,Other
529,10118,2026-08-04,Established,United States
530,14268,2026-01-23,Emerging,Nigeria
531,11775,2026-03-30,Established,India
532,11052,2026-04-11,Emerging,India
533,1641,2026-08-01,Emerging,India
534,6980,2026-02-24,Growing,Other
535,2260,2026-02-27,Emerging,Canada
536,11751,2026-01-20,Emerging,India
537,5336,2026-02-09,Emerging,Nigeria
538,10626,2026-04-09,Emerging,United Kingdom
539,8269,2026-02-19,Emerging,United States
540,6921,2026-07-02,Emerging,United States
541,343,2026-05-09,Growing,United States
542,3475,2026-05-09,Growing,United States
543,14997,2026-04-20,Growing,Canada
544,6630,2026-08-17,Emerging,Other
545,8809,2026-03-24,Established,Nigeria
546,2430,2026-01-12,Emerging,United States
547,7807,2026-05-01,Emerging,India
548,7285,2026-05-01,Established,Nigeria
549,12612,2026-01-01,Emerging,Nigeria
550,1307,2026-03-03,Top Creator,Other
551,6741,2026-05-29,Emerging,United States
552,10572,2026-02-05,Growing,Canada
553,3495,2026-06-04,Emerging,India
554,3533,2026-02-06,Established,United States
555,9373,2026-05-06,Emerging,Other
556,3514,2026-05-01,Emerging,India
557,9701,2026-08-01,Emerging,United Kingdom
558,3701,2026-02-14,Growing,United States
559,7385,2026-08-03,Emerging,Other
560,5602,2026-01-24,Established,United Kingdom
561,11642,2026-06-10,Established,United States
562,7879,2026-02-21,Growing,India
563,623,2026-04-10,Growing,Other
564,5057,2026-04-06,Established,United States
565,7929,2026-01-30,Established,Other
566,3242,2026-07-02,Established,Canada
567,3910,2026-01-16,Established,Canada
568,9151,2026-03-12,Emerging,United Kingdom
569,9607,2026-04-08,Emerging,India
570,13821,2026-02-10,Growing,Nigeria
571,6430,2026-07-19,Emerging,Nigeria
572,2045,2026-07-03,Emerging,United Kingdom
573,14337,2026-05-17,Growing,United States
574,11282,2026-03-05,Growing,United States
575,167,2026-05-11,Growing,Other
576,11959,2026-03-24,Established,United States
577,2821,2026-03-31,Growing,Other
578,10698,2026-06-08,Emerging,Nigeria
579,10556,2026-02-27,Emerging,India
580,9996,2026-05-15,Emerging,India
581,5840,2026-02-23,Emerging,Canada
582,11950,2026-07-01,Emerging,India
583,193,2026-06-20,Emerging,Other
584,12966,2026-02-21,Established,India
585,10260,2026-07-01,Growing,Germany
586,10332,2026-03-31,Growing,United Kingdom
587,11251,2026-07-01,Established,United States
588,7768,2026-04-08,Emerging,Germany
589,6014,2026-02-22,Growing,Nigeria
590,14196,2026-03-18,Emerging,Canada
591,3368,2026-08-20,Established,India
592,12861,2026-07-06,Emerging,United Kingdom
593,9078,2026-04-30,Emerging,India
594,11377,2026-05-01,Emerging,Other
595,14224,2026-01-03,Established,Canada
596,10827,2026-02-02,Emerging,India
597,12373,2026-07-18,Established,United Kingdom
598,9495,2026-07-07,Emerging,Nigeria
599,4436,2026-03-10,Emerging,United Kingdom
600,41,2026-06-19,Emerging,Other
601,1364,2026-08-13,Emerging,Nigeria
602,82,2026-02-19,Emerging,Nigeria
603,4545,2026-08-19,Growing,United Kingdom
604,7826,2026-08-21,Emerging,India
605,11479,2026-05-07,Emerging,United States
606,1392,2026-04-07,Emerging,United Kingdom
607,13052,2026-04-21,Emerging,India
608,1748,2026-05-25,Emerging,India
609,7434,2026-06-08,Growing,United States
610,2490,2026-06-13,Emerging,United States
611,6029,2026-01-25,Growing,India
612,14314,2026-01-14,Growing,United States
613,11149,2026-08-06,Emerging,India
614,10444,2026-06-02,Emerging,Nigeria
615,2420,2026-01-03,Established,India
616,9612,2026-03-02,Emerging,United States
617,6548,2026-01-31,Growing,United Kingdom
618,7650,2026-04-09,Emerging,India
619,12755,2026-07-14,Growing,Other
620,1695,2026-04-24,Growing,Nigeria
621,3995,2026-05-05,Emerging,United Kingdom
622,1605,2026-08-13,Emerging,United States
623,14854,2026-07-10,Established,India
624,5864,2026-03-25,Growing,India
625,3072,2026-06-15,Growing,United Kingdom
626,13792,2026-05-03,Emerging,Canada
627,13093,2026-01-11,Emerging,Nigeria
628,11122,2026-08-20,Growing,Other
629,11637,2026-04-06,Emerging,United States
630,10051,2026-01-13,Established,India
631,3067,2026-04-11,Emerging,United States
632,3099,2026-01-10,Growing,United States
633,12064,2026-07-13,Emerging,Other
634,14234,2026-07-27,Growing,United States
635,12339,2026-01-29,Emerging,Nigeria
636,2689,2026-07-09,Growing,India
637,5647,2026-08-07,Established,Other
638,1546,2026-03-25,Emerging,United Kingdom
639,2088,2026-04-25,Emerging,United States
640,8814,2026-03-01,Emerging,United States
641,1528,2026-01-25,Growing,Nigeria
642,249,2026-08-21,Emerging,Germany
643,8729,2026-01-27,Emerging,India
644,4902,2026-08-17,Emerging,India
645,5829,2026-03-04,Emerging,India
646,3059,2026-02-24,Emerging,Germany
647,11492,2026-04-18,Emerging,United Kingdom
648,8840,2026-07-03,Emerging,Other
649,9850,2026-04-27,Emerging,India
650,1004,2026-08-24,Emerging,Germany
651,619,2026-08-06,Emerging,Nigeria
652,12173,2026-07-25,Emerging,India
653,5996,2026-03-05,Growing,Germany
654,4593,2026-05-31,Growing,Germany
655,12783,2026-02-16,Emerging,United States
656,5088,2026-03-06,Growing,Other
657,5134,2026-08-10,Established,Germany
658,13196,2026-04-05,Established,India
659,11653,2026-08-09,Emerging,India
660,4725,2026-03-07,Emerging,United States
661,12661,2026-08-09,Emerging,Canada
662,496,2026-01-13,Emerging,India
663,7201,2026-04-22,Emerging,United States
664,1842,2026-04-28,Established,United States
665,3518,2026-08-11,Emerging,Other
666,11267,2026-01-24,Growing,Germany
667,3537,2026-08-20,Emerging,Canada
668,13740,2026-02-28,Emerging,United States
669,9034,2026-05-25,Top Creator,United States
670,6824,2026-06-05,Emerging,Canada
671,4942,2026-01-13,Emerging,India
672,9359,2026-05-02,Growing,Germany
673,7364,2026-03-05,Growing,India
674,831,2026-05-28,Emerging,United Kingdom
675,6173,2026-02-28,Emerging,India
676,13582,2026-04-25,Emerging,Nigeria
677,8577,2026-05-03,Emerging,Other
678,13810,2026-03-21,Emerging,India
679,9957,2026-06-11,Emerging,Other
680,3531,2026-08-15,Emerging,Germany
681,4502,2026-05-21,Established,United States
682,8934,2026-07-04,Growing,Canada
683,12765,2026-05-29,Established,Other
684,13905,2026-08-04,Growing,United States
685,7261,2026-04-29,Emerging,Nigeria
686,5148,2026-06-05,Emerging,Nigeria
687,11949,2026-04-14,Growing,Other
688,4409,2026-07-03,Emerging,Canada
689,4732,2026-02-03,Growing,United Kingdom
