event_id,user_id,event_date,event_type,content_id
313,2352,2026-08-17,view,53359
314,933,2026-03-25,recreate,11705
315,9659,2026-08-02,like,35750
316,14551,2026-08-05,comment,8252
317,10993,2026-07-10,view,12929
318,4888,2026-01-29,view,6059
319,8870,2026-06-16,view,50223
320,7577,2026-08-13,view,33703
321,13378,2026-03-19,create,
322,13091,2026-06-22,remix,46242
323,4713,2026-01-11,follow,
324,7185,2026-03-08,view,4496
325,10265,2026-04-13,like,47256
326,10642,2026-08-27,view,16853
327,208,2026-02-04,view,45192
328,10290,2026-07-03,like,12064
329,2943,2026-04-24,like,15941
330,7158,2026-05-07,like,47432
331,12621,2026-04-02,comment,56791
332,9757,2026-08-12,follow,
333,14321,2026-06-23,follow,
334,14659,2026-04-26,like,14947
335,7717,2026-02-04,create,
336,4502,2026-01-27,view,5212
337,10344,2026-01-09,view,59308
338,10202,2026-03-27,publish,46448
339,10791,2026-04-07,view,11180
340,14408,2026-03-20,view,8741
341,2657,2026-07-11,wallet_purchase,
342,8130,2026-01-10,recreate,18560
343,9194,2026-06-09,view,9508
344,9408,2026-01-31,view,33219
345,2682,2026-04-17,like,17628
346,991,2026-02-13,wallet_purchase,
347,2006,2026-05-27,view,54444
348,3218,2026-05-05,view,8808
349,6202,2026-07-19,publish,43292
350,13542,2026-08-05,view,459
351,3219,2026-02-17,publish,42407
352,2300,2026-07-08,create,
353,2353,2026-07-14,create,
354,4404,2026-01-22,view,40448
355,2386,2026-03-06,view,55355
356,8471,2026-06-23,like,40202
357,2031,2026-04-13,view,12254
358,7216,2026-06-13,view,57399
359,4605,2026-08-09,create,
360,5599,2026-06-20,like,38671
361,10035,2026-08-18,create,
362,3213,2026-01-21,view,27051
363,12436,2026-02-23,view,29106
364,2649,2026-08-10,like,3658
365,10870,2026-05-17,publish,2396
366,14193,2026-08-24,view,28125
367,14316,2026-03-25,like,56985
368,1719,2026-07-04,like,32383
369,25,2026-05-28,recreate,58094
370,1408,2026-03-01,publish,42313
371,5293,2026-05-23,view,3576
372,12899,2026-02-07,view,35641
373,14995,2026-03-02,signup,
374,6914,2026-07-12,like,13317
375,3229,2026-06-17,follow,
376,14534,2026-01-13,view,53851
377,14293,2026-02-15,view,2123
378,1559,2026-05-27,view,44162
379,4959,2026-02-05,view,56098
380,1331,2026-08-23,wallet_purchase,
381,11467,2026-06-18,view,55233
382,5183,2026-03-27,comment,36293
383,14403,2026-03-04,view,15420
384,14307,2026-04-05,view,35151
385,8799,2026-03-31,view,11029
386,105,2026-07-25,comment,3455
387,5631,2026-07-08,create,
388,1469,2026-05-29,view,33094
389,14477,2026-04-29,recreate,54774
390,13074,2026-06-14,like,51564
391,12937,2026-03-23,create,
392,4815,2026-02-08,wallet_purchase,
393,6678,2026-04-23,publish,28099
394,10433,2026-05-13,create,
395,252,2026-06-14,create,
396,11492,2026-03-11,like,30846
397,9256,2026-04-08,signup,
398,14921,2026-02-26,view,20608
399,5563,2026-07-13,follow,
400,13055,2026-01-03,like,34144
401,14151,2026-08-13,comment,29031
402,2443,2026-06-22,view,45636
403,12413,2026-06-25,view,15459
404,1353,2026-06-04,view,45836
405,10614,2026-01-29,like,27731
406,3130,2026-02-24,view,45839
407,13964,2026-08-27,like,34313
408,8000,2026-06-30,wallet_purchase,
409,7312,2026-03-17,view,3688
410,8569,2026-06-19,like,34275
411,2572,2026-04-20,view,8459
412,8573,2026-05-16,view,40958
413,10252,2026-08-09,wallet_purchase,
414,11290,2026-06-11,view,26991
415,4925,2026-05-21,follow,
416,5893,2026-06-28,follow,
417,5941,2026-03-24,like,7690
418,7152,2026-06-24,view,33388
419,3937,2026-01-08,view,42434
420,7973,2026-03-16,view,27381
421,10133,2026-04-30,view,23361
422,1040,2026-06-03,publish,47102
423,9695,2026-06-09,view,57814
424,12713,2026-06-01,follow,
425,13723,2026-02-04,view,2230
426,1486,2026-01-01,view,57952
427,5611,2026-02-04,follow,
428,6979,2026-03-19,publish,59174
429,5680,2026-03-29,recreate,46874
430,11366,2026-03-12,like,53801
431,14999,2026-08-22,view,44596
432,10710,2026-07-30,publish,5616
433,14985,2026-06-05,view,46070
434,2733,2026-04-29,view,48799
435,5151,2026-01-05,view,6204
436,835,2026-08-13,recreate,47036
437,3517,2026-04-29,wallet_purchase,
438,6467,2026-04-10,recreate,10833
439,7273,2026-06-15,wallet_purchase,
440,12183,2026-02-11,follow,
441,10714,2026-03-06,view,45548
442,7450,2026-04-18,view,21955
443,709,2026-07-21,view,20532
444,12568,2026-05-30,view,21290
445,13614,2026-06-09,like,43261
446,13171,2026-08-03,wallet_purchase,
447,13236,2026-08-27,view,11576
448,5632,2026-06-13,wallet_purchase,
449,2830,2026-05-11,view,43030
450,14578,2026-02-03,like,25119
451,13680,2026-06-14,like,53951
452,6687,2026-07-29,view,21442
453,1473,2026-08-08,recreate,16926
454,1394,2026-03-27,publish,59781
455,2096,2026-05-08,create,
456,6674,2026-06-04,like,3984
457,7696,2026-04-02,like,36558
458,14002,2026-02-01,view,21571
459,989,2026-08-25,create,
460,14931,2026-02-08,view,7276
461,2380,2026-04-17,like,49315
462,14635,2026-01-09,view,6774
463,14702,2026-06-21,view,52765
464,9611,2026-04-02,wallet_purchase,
465,9784,2026-05-13,create,
466,8947,2026-02-19,recreate,36475
467,14495,2026-06-27,create,
468,3404,2026-04-05,view,37939
469,12712,2026-01-08,view,45742
470,9588,2026-02-27,create,
471,10430,2026-04-30,view,5081
472,11727,2026-06-10,create,
473,4071,2026-03-15,view,2076
474,3346,2026-08-21,comment,25959
475,6841,2026-02-21,like,52679
476,3167,2026-06-03,view,2033
477,6152,2026-01-26,like,33781
478,4677,2026-03-30,comment,16208
479,2813,2026-08-17,recreate,19646
480,10911,2026-07-24,wallet_purchase,
481,486,2026-08-27,like,11846
482,8620,2026-06-06,view,37105
483,9997,2026-02-10,view,25055
484,4525,2026-07-02,recreate,59666
485,5989,2026-07-15,view,32509
486,2474,2026-07-07,follow,
487,3802,2026-01-23,view,59747
488,4150,2026-04-08,view,26571
489,7881,2026-06-09,view,15918
490,2066,2026-07-25,view,35557
491,14253,2026-01-18,view,2963
492,3393,2026-07-16,create,
493,8870,2026-05-01,view,16648
494,2305,2026-07-31,create,
495,7108,2026-06-01,follow,
496,5952,2026-07-05,view,31781
497,14971,2026-06-05,view,34650
498,14088,2026-03-11,view,31119
499,5637,2026-07-29,recreate,36449
500,160,2026-02-18,like,2332
501,6117,2026-07-29,view,43941
502,6449,2026-05-14,view,39318
503,12901,2026-07-10,comment,4930
504,6887,2026-04-14,create,
505,858,2026-03-18,view,32246
506,10680,2026-04-18,publish,28344
507,10317,2026-05-03,like,21309
508,11763,2026-01-29,view,35363
509,7434,2026-07-20,publish,55126
510,3266,2026-03-19,view,23616
511,9975,2026-03-07,recreate,42498
512,1534,2026-08-21,signup,
513,5323,2026-03-23,recreate,28572
514,10454,2026-06-04,view,10513
515,539,2026-05-26,view,19030
516,7118,2026-05-01,view,4409
517,13894,2026-04-11,view,4396
518,13749,2026-06-28,view,20570
519,4334,2026-08-01,view,28768
520,2902,2026-08-20,wallet_purchase,
521,12621,2026-06-27,follow,
522,7214,2026-06-02,create,
523,3810,2026-04-27,like,24227
524,4047,2026-04-30,like,54209
525,352,2026-06-15,publish,3518
526,249,2026-05-26,like,25010
527,2261,2026-03-15,view,24113
528,4764,2026-01-27,comment,22216
529,2072,2026-01-07,view,1726
530,2099,2026-04-25,publish,13216
531,5715,2026-06-25,remix,18421
532,8976,2026-07-28,publish,23174
533,1990,2026-04-14,publish,37503
534,1559,2026-03-28,wallet_purchase,
535,2921,2026-08-22,view,47369
536,7424,2026-07-26,follow,
537,1189,2026-06-13,create,
538,11768,2026-05-20,like,8886
539,11735,2026-03-22,publish,46534
540,1715,2026-02-11,comment,45911
541,11653,2026-05-19,view,35255
542,11428,2026-05-29,create,
543,2586,2026-02-10,view,39244
544,4002,2026-04-17,follow,
545,11506,2026-05-29,create,
546,3419,2026-01-13,recreate,57218
547,1391,2026-02-14,create,
548,6736,2026-06-30,view,55442
549,6646,2026-06-15,wallet_purchase,
550,6237,2026-03-16,recreate,12262
551,5136,2026-04-01,view,58467
552,14057,2026-08-17,view,16701
553,2815,2026-03-03,view,25577
554,11144,2026-03-30,like,24961
555,8613,2026-03-05,recreate,6121
556,14365,2026-05-29,view,7044
557,402,2026-04-17,view,35106
558,722,2026-06-09,publish,50667
559,14756,2026-05-20,remix,23922
560,10865,2026-05-01,remix,33452
561,2446,2026-08-13,wallet_purchase,
562,12809,2026-03-14,recreate,18400
563,12293,2026-04-22,view,35856
564,11030,2026-03-21,view,5640
565,5768,2026-07-17,create,
566,8566,2026-05-17,create,
567,9522,2026-01-06,wallet_purchase,
568,5022,2026-07-14,like,48680
569,14424,2026-01-23,recreate,21992
570,6563,2026-04-05,view,51713
571,12517,2026-01-14,like,51568
572,9180,2026-01-05,like,1976
573,11479,2026-08-03,view,49931
574,2603,2026-02-12,view,56172
575,8724,2026-02-20,like,49970
576,2914,2026-06-14,view,44122
577,8932,2026-04-20,view,45555
578,2015,2026-01-16,like,47357
579,4573,2026-07-09,follow,
580,246,2026-08-02,wallet_purchase,
581,7339,2026-08-08,like,57054
582,7383,2026-02-24,view,37526
583,12566,2026-02-10,recreate,28777
584,12111,2026-07-18,create,
585,13354,2026-03-16,view,14381
586,11702,2026-04-25,follow,
587,6571,2026-03-22,signup,
588,9470,2026-04-30,like,45928
589,9426,2026-07-25,publish,33901
590,10360,2026-01-26,follow,
591,1499,2026-05-19,view,25281
592,10047,2026-03-26,view,21476
593,4396,2026-08-03,publish,14231
594,5750,2026-05-03,view,23633
595,2538,2026-05-27,view,42885
596,12963,2026-06-02,create,
597,14402,2026-07-24,wallet_purchase,
598,3880,2026-08-18,view,13440
599,5022,2026-01-17,recreate,42201
600,5698,2026-04-05,view,54302
601,13106,2026-05-11,view,31719
602,10835,2026-02-25,wallet_purchase,
603,9444,2026-03-02,view,38810
604,2593,2026-08-06,follow,
605,10358,2026-05-25,view,59197
606,10638,2026-04-23,publish,25668
607,12963,2026-01-12,wallet_purchase,
608,4098,2026-07-01,like,27793
609,8870,2026-05-09,view,30982
610,5631,2026-05-03,publish,27709
611,10955,2026-03-13,create,
612,370,2026-03-27,view,54305
613,5899,2026-08-14,comment,35824
614,13073,2026-07-02,view,17898
615,3655,2026-06-02,create,
616,2038,2026-04-20,view,59408
617,13538,2026-03-16,wallet_purchase,
618,13955,2026-06-01,wallet_purchase,
619,8656,2026-01-10,view,6625
620,8522,2026-07-13,view,29958
621,5067,2026-01-31,like,2099
622,96,2026-05-28,view,17197
623,5422,2026-02-01,follow,
624,415,2026-07-12,publish,23407
625,11606,2026-04-26,view,13066
626,6797,2026-05-05,view,31553
627,2588,2026-08-17,view,42136
628,2979,2026-06-28,view,29321
629,5948,2026-05-13,create,
630,4914,2026-08-04,view,20780
631,1559,2026-01-15,view,56343
632,7143,2026-02-09,comment,44173
633,12353,2026-01-16,like,48311
634,14788,2026-05-17,view,28962
635,6506,2026-05-25,like,47703
636,6208,2026-08-17,view,1670
637,4344,2026-01-29,view,14760
638,14357,2026-03-04,view,6093
639,3532,2026-01-14,view,48024
640,1611,2026-04-26,remix,25865
641,3302,2026-03-24,create,
642,8783,2026-04-12,view,22128
643,3237,2026-06-26,like,18649
644,14809,2026-08-25,create,
645,221,2026-02-24,view,56235
646,9366,2026-02-27,view,51464
647,12282,2026-07-26,wallet_purchase,
648,1222,2026-05-27,comment,21357
649,14401,2026-03-22,view,29585
650,10554,2026-07-04,view,58146
651,5049,2026-05-07,view,24813
652,2766,2026-04-12,like,9429
653,6660,2026-02-15,view,4801
654,6383,2026-07-29,view,20625
655,13570,2026-02-23,view,35605
656,8944,2026-08-05,view,24640
657,14188,2026-04-24,view,15962
658,12811,2026-04-20,publish,29710
659,84,2026-07-24,view,6862
660,13772,2026-06-02,view,40321
661,1692,2026-04-15,view,53769
662,5468,2026-07-26,view,27873
663,2269,2026-05-27,create,
664,13471,2026-04-22,view,58764
665,8145,2026-03-16,like,14219
666,12834,2026-06-07,view,33920
667,4039,2026-01-11,follow,
668,628,2026-03-24,signup,
669,10975,2026-08-28,view,5125
670,419,2026-08-28,view,26
671,3510,2026-07-10,create,
672,11619,2026-05-17,like,55740
673,3923,2026-08-28,view,16037
674,14852,2026-08-10,publish,23968
675,11345,2026-08-14,like,4855
676,10516,2026-03-03,view,1450
677,13553,2026-02-16,view,19870
678,1847,2026-01-06,create,
679,13428,2026-04-07,like,30284
680,14742,2026-01-24,view,47423
681,8308,2026-06-27,like,49604
682,1414,2026-08-25,comment,41373
683,4733,2026-04-06,view,26430
684,1045,2026-05-23,create,
685,8154,2026-01-18,view,55069
686,1451,2026-01-01,view,2330
687,5707,2026-05-22,like,21120
688,2565,2026-08-05,view,13841
689,5231,2026-08-01,view,33458
690,10452,2026-06-07,view,43899
691,11127,2026-02-13,wallet_purchase,
692,1325,2026-03-16,view,1395
693,10615,2026-04-11,create,
694,3796,2026-06-06,publish,1583
695,5255,2026-03-14,wallet_purchase,
696,4853,2026-02-20,create,
697,13074,2026-04-09,like,24766
698,2713,2026-04-02,publish,23707
699,8859,2026-01-08,like,36284
700,5384,2026-07-14,publish,38640
701,8042,2026-05-12,follow,
702,258,2026-01-18,follow,
703,8718,2026-08-04,create,
704,4487,2026-06-18,view,340
705,1504,2026-08-15,view,10158
706,11568,2026-06-30,like,18122
707,2229,2026-03-28,create,
708,8947,2026-02-21,recreate,2912
709,13467,2026-08-28,publish,58787
710,10434,2026-07-24,create,
711,14544,2026-03-27,view,37635
712,6953,2026-07-11,view,1398
713,1531,2026-07-03,view,54653
714,13869,2026-02-02,view,52706
715,11470,2026-03-12,create,
716,3679,2026-06-05,follow,
717,11385,2026-07-09,like,53441
718,11412,2026-04-19,view,18021
719,8699,2026-07-08,like,30477
720,1410,2026-08-06,view,27575
721,9912,2026-08-14,view,43169
722,12911,2026-07-11,view,31270
723,1213,2026-03-05,recreate,38941
724,7060,2026-04-25,remix,5990
725,6159,2026-01-27,follow,
726,13132,2026-05-07,view,2015
727,515,2026-01-25,signup,
728,13826,2026-05-11,follow,
729,3162,2026-01-22,view,43718
730,3967,2026-06-08,view,28579
731,6824,2026-03-28,view,32269
732,1939,2026-02-20,view,3932
733,14879,2026-07-26,wallet_purchase,
734,8204,2026-01-11,view,43515
735,7227,2026-02-05,view,6571
736,2841,2026-01-10,view,55153
737,4678,2026-04-05,comment,49011
738,14316,2026-05-10,recreate,16754
739,14308,2026-08-10,publish,43981
740,826,2026-03-31,view,23015
741,395,2026-07-02,like,29515
742,12683,2026-08-12,like,48391
743,5248,2026-04-22,view,41671
744,5736,2026-07-24,create,
745,6067,2026-04-15,view,27851
746,2257,2026-02-27,like,28353
747,9287,2026-03-13,view,37686
748,14408,2026-04-02,like,56293
749,11617,2026-07-22,publish,54469
750,11736,2026-06-09,view,48663
751,8774,2026-02-10,view,54608
752,846,2026-01-19,view,6966
753,3761,2026-04-10,create,
754,7900,2026-03-02,follow,
755,72,2026-03-31,follow,
756,3782,2026-05-01,view,47865
757,10169,2026-03-02,remix,41671
758,12321,2026-03-22,recreate,44955
759,11314,2026-07-02,view,18352
760,12695,2026-08-20,publish,9605
761,14884,2026-04-08,view,53771
762,3644,2026-03-31,like,35543
763,6658,2026-07-11,view,13824
764,11715,2026-01-12,view,12220
765,10862,2026-05-18,view,23218
766,2398,2026-02-07,like,32667
767,3221,2026-03-16,signup,
768,6523,2026-01-18,view,37696
769,14531,2026-05-04,view,37879
770,628,2026-08-18,follow,
771,3192,2026-02-16,view,44729
772,485,2026-05-16,view,43976
773,1524,2026-03-21,view,20698
774,11245,2026-03-15,view,17694
775,11470,2026-01-12,view,18037
776,7153,2026-08-13,view,26945
777,14634,2026-04-08,view,44029
778,10037,2026-06-21,create,
779,3318,2026-04-25,create,
780,13821,2026-03-16,view,10400
781,9454,2026-02-26,view,6841
782,12892,2026-07-08,wallet_purchase,
783,9386,2026-08-18,like,42434
784,8937,2026-01-20,view,43642
785,13235,2026-03-05,view,42633
786,3034,2026-03-11,view,34351
787,4387,2026-02-19,view,25725
788,11946,2026-05-08,view,49111
789,4783,2026-02-14,comment,38430
790,1332,2026-02-12,wallet_purchase,
791,2878,2026-02-21,view,10250
792,7523,2026-05-12,like,54966
793,7338,2026-03-08,view,56409
794,4151,2026-04-05,view,23690
795,20,2026-08-20,view,33820
796,6484,2026-04-12,like,27306
797,12220,2026-08-25,create,
798,6871,2026-07-15,view,12778
799,4606,2026-05-20,create,
800,10356,2026-06-18,view,19308
801,9630,2026-08-02,follow,
802,7335,2026-05-23,create,
803,14785,2026-02-16,publish,55934
804,8564,2026-04-08,comment,1964
805,14393,2026-03-25,comment,47497
806,9969,2026-01-08,follow,
807,2748,2026-02-05,publish,7393
808,2294,2026-05-22,view,31381
809,3730,2026-08-11,view,59535
810,774,2026-07-13,view,2606
811,9198,2026-03-17,view,59562
812,5508,2026-06-23,create,
813,6611,2026-06-24,like,15378
814,12632,2026-01-22,publish,44219
815,10258,2026-03-03,like,40837
